obstime,station_code,tempr,ap,ws,wd,rh
2016-02-19 08:00:00,MAITRI,0.6,946.8,63.2,299.0,47.0
2016-02-19 09:00:00,MAITRI,1.3,947.5,61.5,296.0,46.0
2016-02-19 10:00:00,MAITRI,1.6,947.8,66.9,299.0,47.0
2016-02-19 11:00:00,MAITRI,1.6,948.3,63.2,300.0,49.0
2016-02-19 12:00:00,MAITRI,1.2,949.3,62.6,300.0,55.0
2016-02-19 13:00:00,MAITRI,1.5,950.2,61.6,301.0,53.0
2016-02-19 14:00:00,MAITRI,1.4,951.3,63.3,298.0,53.0
2016-02-19 15:00:00,MAITRI,1.4,951.9,62.6,298.0,53.0
2016-02-19 16:00:00,MAITRI,1.1,953.1,63.3,298.0,55.0
2016-02-19 17:00:00,MAITRI,1.2,953.8,62.6,298.0,51.0
2016-02-19 18:00:00,MAITRI,1.1,954.3,61.9,298.0,48.0
2016-02-19 19:00:00,MAITRI,1.0,954.6,61.3,298.0,45.0
2016-02-19 20:00:00,MAITRI,1.1,954.8,61.9,298.0,44.0
2016-02-19 21:00:00,MAITRI,0.9,955.6,61.9,298.0,47.0
2016-02-19 22:00:00,MAITRI,0.9,955.7,62.8,299.0,47.0
2016-02-19 23:00:00,MAITRI,1.1,956.4,61.3,299.0,47.0
2016-02-20 00:00:00,MAITRI,0.7,957.1,61.7,300.0,51.0
2016-02-20 01:00:00,MAITRI,0.2,958.2,57.7,306.0,54.0
2016-02-20 02:00:00,MAITRI,0.1,959.6,60.2,299.0,52.0
2016-02-20 03:00:00,MAITRI,0.1,960.4,61.9,300.0,52.0
2016-02-20 04:00:00,MAITRI,0.0,961.5,62.6,300.0,53.0
2016-02-20 05:00:00,MAITRI,-0.1,962.6,56.1,302.0,52.0
2016-02-20 06:00:00,MAITRI,-0.1,963.6,62.4,298.0,52.0
2016-02-20 07:00:00,MAITRI,0.0,964.5,62.6,298.0,50.0
2016-02-20 08:00:00,MAITRI,0.2,965.2,62.6,298.0,51.0
2016-02-20 09:00:00,MAITRI,0.3,965.8,63.4,298.0,53.0
2016-02-20 10:00:00,MAITRI,0.6,966.4,63.1,298.0,50.0
2016-02-20 11:00:00,MAITRI,1.2,967.0,63.9,298.0,51.0
2016-02-20 12:00:00,MAITRI,1.1,967.5,63.3,298.0,54.0
2016-02-20 13:00:00,MAITRI,1.5,967.6,63.9,298.0,54.0
2016-02-20 14:00:00,MAITRI,2.0,967.8,63.1,298.0,51.0
2016-02-20 15:00:00,MAITRI,1.9,968.1,63.3,298.0,53.0
2016-02-20 16:00:00,MAITRI,1.5,968.2,63.3,298.0,57.0
2016-02-20 17:00:00,MAITRI,1.4,968.5,61.9,298.0,53.0
2016-02-20 18:00:00,MAITRI,1.1,968.5,60.4,299.0,44.0
2016-02-20 19:00:00,MAITRI,0.0,968.6,62.5,301.0,45.0
2016-02-20 20:00:00,MAITRI,-0.6,968.6,62.6,301.0,37.0
2016-02-20 21:00:00,MAITRI,-0.8,968.8,45.4,293.0,36.0
2016-02-20 22:00:00,MAITRI,-1.8,968.9,57.9,292.0,37.0
2016-02-20 23:00:00,MAITRI,-2.1,968.9,63.3,298.0,37.0
2016-02-21 00:00:00,MAITRI,-2.8,968.6,63.3,298.0,36.0
2016-02-21 01:00:00,MAITRI,-2.9,968.3,63.3,298.0,37.0
2016-02-21 02:00:00,MAITRI,-4.0,968.0,61.3,298.0,37.0
2016-02-21 03:00:00,MAITRI,-4.1,967.7,61.9,298.0,38.0
2016-02-21 04:00:00,MAITRI,-3.6,967.5,61.3,298.0,36.0
2016-02-21 05:00:00,MAITRI,-3.6,967.4,61.9,298.0,35.0
2016-02-21 06:00:00,MAITRI,-3.5,967.2,61.9,299.0,37.0
2016-02-21 07:00:00,MAITRI,-3.1,967.3,62.6,301.0,39.0
2016-02-21 08:00:00,MAITRI,-2.0,967.4,62.6,301.0,36.0
2016-02-21 09:00:00,MAITRI,-1.7,967.1,43.4,287.0,41.0
2016-02-21 10:00:00,MAITRI,-1.0,966.7,51.2,288.0,38.0
2016-02-21 11:00:00,MAITRI,-1.0,966.5,61.9,298.0,36.0
2016-02-21 12:00:00,MAITRI,-0.9,966.1,62.6,298.0,36.0
2016-02-21 13:00:00,MAITRI,-0.1,966.3,61.9,298.0,38.0
2016-02-21 14:00:00,MAITRI,-1.4,966.0,63.9,298.0,37.0
2016-02-21 15:00:00,MAITRI,-1.9,966.0,63.3,298.0,40.0
2016-02-21 16:00:00,MAITRI,-1.7,965.5,63.3,298.0,38.0
2016-02-21 17:00:00,MAITRI,-2.6,965.2,63.3,299.0,45.0
2016-02-21 18:00:00,MAITRI,-2.6,965.0,63.9,298.0,46.0
2016-02-21 19:00:00,MAITRI,-3.5,964.5,63.6,298.0,50.0
2016-02-21 20:00:00,MAITRI,-4.6,963.7,63.9,298.0,47.0
2016-02-21 21:00:00,MAITRI,-4.7,962.7,63.3,301.0,38.0
2016-02-21 22:00:00,MAITRI,-5.8,961.9,63.3,298.0,37.0
2016-02-21 23:00:00,MAITRI,-5.9,961.1,61.9,298.0,36.0
2016-02-22 00:00:00,MAITRI,-6.1,960.2,61.3,298.0,34.0
2016-02-22 01:00:00,MAITRI,-7.1,959.5,63.2,298.0,37.0
2016-02-22 02:00:00,MAITRI,-7.2,958.6,53.3,305.0,33.0
2016-02-22 03:00:00,MAITRI,-6.8,958.2,62.6,298.0,31.0
2016-02-22 04:00:00,MAITRI,-7.6,957.6,63.9,298.0,37.0
2016-02-22 05:00:00,MAITRI,-7.5,957.5,63.3,298.0,37.0
2016-02-22 06:00:00,MAITRI,-7.2,957.6,63.9,298.0,40.0
2016-02-22 07:00:00,MAITRI,-6.7,957.4,17.2,310.0,43.0
2016-02-22 08:00:00,MAITRI,-6.4,957.9,63.3,298.0,45.0
2016-02-22 09:00:00,MAITRI,-5.7,958.7,61.9,298.0,44.0
2016-02-22 10:00:00,MAITRI,-5.1,959.4,61.9,298.0,38.0
2016-02-22 11:00:00,MAITRI,-5.0,960.3,61.9,298.0,41.0
2016-02-22 12:00:00,MAITRI,-4.5,960.6,62.6,298.0,45.0
2016-02-22 13:00:00,MAITRI,-3.5,961.3,61.3,298.0,46.0
2016-02-22 14:00:00,MAITRI,-3.6,961.9,61.3,298.0,47.0
2016-02-22 15:00:00,MAITRI,-3.3,962.7,61.3,298.0,44.0
2016-02-22 16:00:00,MAITRI,-3.8,963.2,62.2,298.0,48.0
2016-02-22 17:00:00,MAITRI,-3.8,963.9,61.3,298.0,48.0
2016-02-22 18:00:00,MAITRI,-3.8,964.7,62.7,301.0,43.0
2016-02-22 19:00:00,MAITRI,-3.7,967.0,61.9,301.0,46.0
2016-02-22 20:00:00,MAITRI,-6.1,968.6,61.9,298.0,49.0
2016-02-22 21:00:00,MAITRI,-6.4,969.3,63.3,298.0,58.0
2016-02-22 22:00:00,MAITRI,-6.3,970.5,62.6,298.0,60.0
2016-02-22 23:00:00,MAITRI,-6.0,972.0,65.0,298.0,64.0
2016-02-23 00:00:00,MAITRI,-4.8,972.2,45.8,301.0,68.0
2016-02-23 01:00:00,MAITRI,-4.1,973.3,62.6,298.0,67.0
2016-02-23 02:00:00,MAITRI,-4.0,974.0,61.9,298.0,68.0
2016-02-23 03:00:00,MAITRI,-3.9,975.3,61.3,298.0,69.0
2016-02-23 04:00:00,MAITRI,-3.4,975.9,61.3,298.0,61.0
2016-02-23 05:00:00,MAITRI,-3.0,976.5,60.9,298.0,56.0
2016-02-23 06:00:00,MAITRI,-2.7,977.0,62.6,301.0,52.0
2016-02-23 07:00:00,MAITRI,-2.2,977.5,62.6,301.0,51.0
2016-02-23 08:00:00,MAITRI,-1.6,977.3,60.9,303.0,49.0
2016-02-23 09:00:00,MAITRI,-1.6,977.5,61.9,298.0,53.0
2016-02-23 10:00:00,MAITRI,-1.0,977.3,62.6,298.0,52.0
2016-02-23 11:00:00,MAITRI,-0.5,977.4,61.5,299.0,47.0
2016-02-23 12:00:00,MAITRI,-0.4,976.8,62.6,298.0,46.0
2016-02-23 13:00:00,MAITRI,0.1,976.2,63.9,298.0,44.0
2016-02-23 14:00:00,MAITRI,0.6,975.6,63.9,298.0,38.0
2016-02-23 15:00:00,MAITRI,0.7,975.1,63.9,298.0,39.0
2016-02-23 16:00:00,MAITRI,0.8,973.8,63.9,298.0,38.0
2016-02-23 17:00:00,MAITRI,-0.1,973.3,63.9,298.0,42.0
2016-02-23 18:00:00,MAITRI,0.7,972.8,63.9,298.0,39.0
2016-02-23 19:00:00,MAITRI,1.0,972.4,63.3,298.0,42.0
2016-02-23 20:00:00,MAITRI,0.3,972.0,63.7,298.0,47.0
2016-02-23 21:00:00,MAITRI,0.1,971.1,58.3,300.0,46.0
2016-02-23 22:00:00,MAITRI,0.2,970.5,62.6,301.0,43.0
2016-02-23 23:00:00,MAITRI,0.1,969.7,63.3,301.0,41.0
2016-02-24 00:00:00,MAITRI,0.3,968.4,48.7,309.0,38.0
2016-02-24 01:00:00,MAITRI,0.4,967.4,63.3,298.0,36.0
2016-02-24 02:00:00,MAITRI,0.2,966.7,63.3,298.0,37.0
2016-02-24 03:00:00,MAITRI,0.0,965.9,62.6,298.0,38.0
2016-02-24 04:00:00,MAITRI,0.0,965.0,63.3,298.0,39.0
2016-02-24 05:00:00,MAITRI,-1.0,964.8,62.6,298.0,49.0
2016-02-24 06:00:00,MAITRI,-0.7,964.3,62.0,298.0,45.0
2016-02-24 07:00:00,MAITRI,-0.8,963.7,61.3,298.0,47.0
2016-02-24 08:00:00,MAITRI,-0.2,963.0,61.9,298.0,43.0
2016-02-24 09:00:00,MAITRI,-0.1,962.6,61.3,298.0,45.0
2016-02-24 10:00:00,MAITRI,0.1,962.0,61.9,298.0,45.0
2016-02-24 11:00:00,MAITRI,0.2,961.6,61.9,298.0,46.0
2016-02-24 12:00:00,MAITRI,0.1,961.7,62.6,298.0,46.0
2016-02-24 13:00:00,MAITRI,0.0,961.9,61.9,298.0,51.0
2016-02-24 14:00:00,MAITRI,-0.4,962.0,61.6,301.0,57.0
2016-02-24 15:00:00,MAITRI,-0.1,961.5,61.9,301.0,57.0
2016-02-24 16:00:00,MAITRI,-0.2,961.3,52.3,307.0,57.0
2016-02-24 17:00:00,MAITRI,-0.9,962.0,44.3,321.0,66.0
2016-02-24 18:00:00,MAITRI,-2.0,962.8,12.9,273.0,81.0
2016-02-24 19:00:00,MAITRI,-1.4,963.2,62.6,298.0,71.0
2016-02-24 20:00:00,MAITRI,-1.0,963.4,62.6,298.0,63.0
2016-02-24 21:00:00,MAITRI,-1.3,963.5,62.6,298.0,61.0
2016-02-24 22:00:00,MAITRI,-1.2,963.6,63.7,298.0,56.0
2016-02-24 23:00:00,MAITRI,-1.5,963.6,62.6,298.0,57.0
2016-02-25 00:00:00,MAITRI,-1.5,963.8,63.8,298.0,53.0
2016-02-25 01:00:00,MAITRI,-1.4,963.9,63.3,298.0,51.0
2016-02-25 02:00:00,MAITRI,-1.5,963.4,62.6,298.0,51.0
2016-02-25 03:00:00,MAITRI,-1.4,962.9,63.3,298.0,50.0
2016-02-25 04:00:00,MAITRI,-1.3,962.8,63.3,298.0,49.0
2016-02-25 05:00:00,MAITRI,-1.4,963.2,63.3,298.0,51.0
2016-02-25 06:00:00,MAITRI,-1.5,964.0,57.4,299.0,53.0
2016-02-25 07:00:00,MAITRI,-1.2,964.8,63.4,301.0,52.0
2016-02-25 08:00:00,MAITRI,-0.7,965.6,63.3,301.0,53.0
2016-02-25 09:00:00,MAITRI,-0.7,966.2,63.2,301.0,54.0
2016-02-25 10:00:00,MAITRI,-0.8,966.9,40.9,289.0,61.0
2016-02-25 11:00:00,MAITRI,-2.0,968.6,62.6,298.0,79.0
2016-02-25 12:00:00,MAITRI,-1.8,969.1,62.6,298.0,79.0
2016-02-25 13:00:00,MAITRI,-2.0,970.4,63.3,298.0,82.0
2016-02-25 14:00:00,MAITRI,-2.4,971.5,61.9,298.0,86.0
2016-02-25 15:00:00,MAITRI,-2.5,972.5,61.9,298.0,79.0
2016-02-25 16:00:00,MAITRI,-2.5,973.8,61.3,298.0,76.0
2016-02-25 17:00:00,MAITRI,-2.4,974.8,61.3,298.0,74.0
2016-02-25 18:00:00,MAITRI,-2.6,975.9,61.3,298.0,73.0
2016-02-25 19:00:00,MAITRI,-2.6,976.7,61.3,298.0,70.0
2016-02-25 20:00:00,MAITRI,-2.8,977.7,61.3,298.0,71.0
2016-02-25 21:00:00,MAITRI,-3.1,978.4,60.1,298.0,71.0
2016-02-25 22:00:00,MAITRI,-3.1,979.0,61.4,300.0,67.0
2016-02-25 23:00:00,MAITRI,-2.6,979.6,61.9,301.0,59.0
2016-02-26 00:00:00,MAITRI,-3.1,980.1,40.9,306.0,64.0
2016-02-26 01:00:00,MAITRI,-3.0,980.5,39.4,286.0,61.0
2016-02-26 02:00:00,MAITRI,-3.9,980.5,62.6,298.0,75.0
2016-02-26 03:00:00,MAITRI,-3.1,980.6,62.4,298.0,60.0
2016-02-26 04:00:00,MAITRI,-3.1,980.8,63.2,298.0,59.0
2016-02-26 05:00:00,MAITRI,-2.7,980.9,63.9,298.0,58.0
2016-02-26 06:00:00,MAITRI,-3.2,980.8,63.9,298.0,57.0
2016-02-26 07:00:00,MAITRI,-3.1,980.3,63.9,298.0,43.0
2016-02-26 08:00:00,MAITRI,-3.8,980.1,63.9,298.0,53.0
2016-02-26 09:00:00,MAITRI,-3.7,980.1,63.9,298.0,49.0
2016-02-26 10:00:00,MAITRI,-3.8,980.0,63.9,298.0,47.0
2016-02-26 11:00:00,MAITRI,-3.6,979.8,63.9,298.0,53.0
2016-02-26 12:00:00,MAITRI,-2.4,979.5,61.9,299.0,40.0
2016-02-26 13:00:00,MAITRI,-2.5,979.3,61.9,301.0,48.0
2016-02-26 14:00:00,MAITRI,-2.1,978.9,61.9,301.0,42.0
2016-02-26 15:00:00,MAITRI,-2.0,978.6,58.0,308.0,45.0
2016-02-26 16:00:00,MAITRI,-2.0,978.2,61.9,298.0,46.0
2016-02-26 17:00:00,MAITRI,-2.4,977.8,62.6,298.0,47.0
2016-02-26 18:00:00,MAITRI,-2.6,977.4,61.9,298.0,44.0
2016-02-26 19:00:00,MAITRI,-2.9,977.1,63.0,298.0,51.0
2016-02-26 20:00:00,MAITRI,-3.2,976.9,63.3,298.0,53.0
2016-02-26 21:00:00,MAITRI,-4.1,976.6,63.9,298.0,47.0
2016-02-26 22:00:00,MAITRI,-4.0,976.4,63.9,298.0,43.0
2016-02-26 23:00:00,MAITRI,-4.3,976.2,62.6,301.0,42.0
2016-02-27 00:00:00,MAITRI,-4.9,976.0,62.6,298.0,41.0
2016-02-27 01:00:00,MAITRI,-5.2,975.9,61.3,298.0,40.0
2016-02-27 02:00:00,MAITRI,-5.2,975.5,61.3,298.0,39.0
2016-02-27 03:00:00,MAITRI,-5.2,975.2,61.3,298.0,41.0
2016-02-27 04:00:00,MAITRI,-5.4,975.2,62.6,301.0,41.0
2016-02-27 05:00:00,MAITRI,-5.2,974.8,61.9,298.0,44.0
2016-02-27 06:00:00,MAITRI,-4.9,974.7,63.3,298.0,48.0
2016-02-27 07:00:00,MAITRI,-4.4,974.4,63.9,298.0,46.0
2016-02-27 08:00:00,MAITRI,-3.8,974.0,63.9,298.0,45.0
2016-02-27 09:00:00,MAITRI,-3.6,973.9,63.3,298.0,45.0
2016-02-27 10:00:00,MAITRI,-3.3,973.2,62.2,300.0,43.0
2016-02-27 11:00:00,MAITRI,-2.1,972.5,63.3,301.0,42.0
2016-02-27 12:00:00,MAITRI,-1.1,971.6,56.2,302.0,32.0
2016-02-27 13:00:00,MAITRI,-0.8,970.8,40.7,284.0,41.0
2016-02-27 14:00:00,MAITRI,-1.0,970.1,63.0,298.0,40.0
2016-02-27 15:00:00,MAITRI,-1.2,968.8,62.6,298.0,41.0
2016-02-27 16:00:00,MAITRI,-1.7,968.2,62.6,298.0,42.0
2016-02-27 17:00:00,MAITRI,-1.1,967.8,62.5,298.0,41.0
2016-02-27 18:00:00,MAITRI,-1.4,967.0,61.4,298.0,41.0
2016-02-27 19:00:00,MAITRI,-1.7,966.6,61.3,298.0,39.0
2016-02-27 20:00:00,MAITRI,-2.1,966.1,60.9,298.0,39.0
2016-02-27 21:00:00,MAITRI,-2.2,965.7,61.3,298.0,48.0
2016-02-27 22:00:00,MAITRI,-2.5,964.5,61.9,298.0,54.0
2016-02-27 23:00:00,MAITRI,-2.8,964.1,61.9,298.0,63.0
2016-02-28 00:00:00,MAITRI,-2.1,963.0,61.9,298.0,53.0
2016-02-28 01:00:00,MAITRI,-1.9,962.5,62.0,298.0,54.0
2016-02-28 02:00:00,MAITRI,-2.1,962.1,62.5,299.0,52.0
2016-02-28 03:00:00,MAITRI,-2.2,961.8,61.9,301.0,50.0
2016-02-28 04:00:00,MAITRI,-2.4,961.6,62.6,301.0,54.0
2016-02-28 05:00:00,MAITRI,-2.5,961.5,59.5,300.0,56.0
2016-02-28 06:00:00,MAITRI,-2.6,961.5,61.9,298.0,57.0
2016-02-28 07:00:00,MAITRI,-2.6,961.9,62.6,298.0,60.0
2016-02-28 08:00:00,MAITRI,-2.3,962.1,62.2,298.0,54.0
2016-02-28 09:00:00,MAITRI,-2.1,962.2,62.6,298.0,52.0
2016-02-28 10:00:00,MAITRI,-2.0,962.1,63.3,299.0,53.0
2016-02-28 11:00:00,MAITRI,-2.1,962.0,63.3,298.0,55.0
2016-02-28 12:00:00,MAITRI,-1.8,962.2,63.3,298.0,52.0
2016-02-28 13:00:00,MAITRI,-1.5,962.8,63.9,298.0,50.0
2016-02-28 14:00:00,MAITRI,-1.5,963.4,63.9,298.0,51.0
2016-02-28 15:00:00,MAITRI,-2.0,963.5,63.9,298.0,56.0
2016-02-28 16:00:00,MAITRI,-1.8,963.6,63.3,298.0,54.0
2016-02-28 17:00:00,MAITRI,-1.6,963.3,69.5,299.0,53.0
2016-02-28 18:00:00,MAITRI,-1.5,963.4,65.1,300.0,50.0
2016-02-28 19:00:00,MAITRI,-1.8,963.8,63.3,301.0,52.0
2016-02-28 20:00:00,MAITRI,-1.8,963.6,63.3,301.0,52.0
2016-02-28 21:00:00,MAITRI,-1.6,963.9,29.2,298.0,52.0
2016-02-28 22:00:00,MAITRI,-1.5,963.7,63.3,298.0,50.0
2016-02-28 23:00:00,MAITRI,-1.4,963.4,63.3,298.0,50.0
2016-02-29 00:00:00,MAITRI,-1.5,963.2,62.6,298.0,51.0
2016-02-29 01:00:00,MAITRI,-1.4,963.5,62.6,298.0,50.0
2016-02-29 02:00:00,MAITRI,-1.6,963.6,61.3,298.0,52.0
2016-02-29 03:00:00,MAITRI,-1.8,964.0,61.9,298.0,55.0
2016-02-29 04:00:00,MAITRI,-1.4,963.4,61.9,298.0,50.0
2016-02-29 05:00:00,MAITRI,-1.5,963.3,61.9,298.0,52.0
2016-02-29 06:00:00,MAITRI,-1.3,963.4,61.3,298.0,49.0
2016-02-29 07:00:00,MAITRI,-1.1,964.0,61.3,298.0,50.0
2016-02-29 08:00:00,MAITRI,-1.1,964.6,61.3,298.0,53.0
2016-02-29 09:00:00,MAITRI,-0.8,964.6,58.9,298.0,50.0
2016-02-29 10:00:00,MAITRI,-0.3,964.1,63.2,300.0,47.0
2016-02-29 11:00:00,MAITRI,0.4,963.8,61.9,301.0,43.0
2016-02-29 12:00:00,MAITRI,0.4,964.0,60.8,300.0,43.0
2016-02-29 13:00:00,MAITRI,0.7,963.8,24.7,290.0,46.0
2016-02-29 14:00:00,MAITRI,1.0,963.8,63.1,298.0,48.0
2016-02-29 15:00:00,MAITRI,0.3,963.5,62.6,298.0,51.0
2016-02-29 16:00:00,MAITRI,0.0,963.7,62.6,299.0,50.0
2016-02-29 17:00:00,MAITRI,-0.4,963.9,54.0,303.0,53.0
2016-02-29 18:00:00,MAITRI,-0.1,963.8,63.3,298.0,44.0
2016-02-29 19:00:00,MAITRI,-0.4,964.4,63.9,298.0,49.0
2016-02-29 20:00:00,MAITRI,-0.5,964.0,63.9,298.0,46.0
2016-02-29 21:00:00,MAITRI,-0.8,964.0,63.9,298.0,51.0
2016-02-29 22:00:00,MAITRI,-0.7,963.9,63.9,298.0,49.0
2016-02-29 23:00:00,MAITRI,-0.5,963.9,63.9,298.0,47.0
2016-03-01 00:00:00,MAITRI,-0.5,963.7,63.9,298.0,47.0
2016-03-01 01:00:00,MAITRI,-0.6,963.7,60.4,299.0,51.0
2016-03-01 02:00:00,MAITRI,-0.4,963.9,63.0,300.0,49.0
2016-03-01 03:00:00,MAITRI,-0.4,963.9,63.2,300.0,46.0
2016-03-01 04:00:00,MAITRI,-0.8,964.4,62.3,299.0,50.0
2016-03-01 05:00:00,MAITRI,-0.7,964.6,62.5,293.0,47.0
2016-03-01 06:00:00,MAITRI,-0.4,964.9,62.4,299.0,44.0
2016-03-01 07:00:00,MAITRI,-0.3,965.0,63.2,299.0,44.0
2016-03-01 08:00:00,MAITRI,0.0,965.3,54.9,304.0,44.0
2016-03-01 09:00:00,MAITRI,0.0,965.3,61.6,295.0,45.0
2016-03-01 10:00:00,MAITRI,0.6,965.4,61.9,298.0,45.0
2016-03-01 11:00:00,MAITRI,0.8,965.0,62.6,298.0,45.0
2016-03-01 12:00:00,MAITRI,1.2,965.2,62.6,298.0,46.0
2016-03-01 13:00:00,MAITRI,1.3,965.5,61.9,298.0,46.0
2016-03-01 14:00:00,MAITRI,1.5,965.5,61.3,298.0,48.0
2016-03-01 15:00:00,MAITRI,0.9,965.7,63.3,298.0,50.0
2016-03-01 16:00:00,MAITRI,0.4,965.9,63.3,298.0,47.0
2016-03-01 17:00:00,MAITRI,-0.3,965.7,61.8,299.0,52.0
2016-03-01 18:00:00,MAITRI,-0.8,966.1,63.2,300.0,55.0
2016-03-01 19:00:00,MAITRI,-0.8,965.8,61.8,300.0,45.0
2016-03-01 20:00:00,MAITRI,-1.3,965.7,57.7,302.0,48.0
2016-03-01 21:00:00,MAITRI,-2.4,965.2,63.7,299.0,59.0
2016-03-01 22:00:00,MAITRI,-2.2,964.6,63.2,299.0,52.0
2016-03-01 23:00:00,MAITRI,-2.6,964.1,63.2,299.0,53.0
2016-03-02 00:00:00,MAITRI,-3.1,963.5,59.5,301.0,54.0
2016-03-02 01:00:00,MAITRI,-2.4,963.3,61.9,298.0,46.0
2016-03-02 02:00:00,MAITRI,-2.4,963.1,61.9,298.0,47.0
2016-03-02 03:00:00,MAITRI,-1.8,962.8,61.9,298.0,50.0
2016-03-02 04:00:00,MAITRI,-2.1,962.6,62.5,298.0,53.0
2016-03-02 05:00:00,MAITRI,-2.3,962.2,61.9,298.0,52.0
2016-03-02 06:00:00,MAITRI,-2.4,961.7,62.6,298.0,51.0
2016-03-02 07:00:00,MAITRI,-2.5,961.5,61.9,298.0,48.0
2016-03-02 08:00:00,MAITRI,-2.4,960.8,61.6,298.0,46.0
2016-03-02 09:00:00,MAITRI,-3.0,960.3,62.4,299.0,50.0
2016-03-02 10:00:00,MAITRI,-1.9,959.8,61.9,299.0,49.0
2016-03-02 11:00:00,MAITRI,-1.7,959.0,61.9,299.0,36.0
2016-03-02 12:00:00,MAITRI,-1.4,958.6,61.7,300.0,45.0
2016-03-02 13:00:00,MAITRI,-1.2,958.1,51.9,297.0,46.0
2016-03-02 14:00:00,MAITRI,-1.4,957.5,62.1,297.0,44.0
2016-03-02 15:00:00,MAITRI,-1.5,956.8,61.9,300.0,46.0
2016-03-02 16:00:00,MAITRI,-1.6,956.1,59.1,303.0,50.0
2016-03-02 17:00:00,MAITRI,-2.4,955.7,36.7,294.0,55.0
2016-03-02 18:00:00,MAITRI,-5.3,955.2,62.6,298.0,55.0
2016-03-02 19:00:00,MAITRI,-5.5,955.0,63.5,298.0,55.0
2016-03-02 20:00:00,MAITRI,-5.8,954.7,63.9,298.0,54.0
2016-03-02 21:00:00,MAITRI,-6.1,954.7,50.2,297.0,53.0
2016-03-02 22:00:00,MAITRI,-6.2,954.4,62.6,300.0,49.0
2016-03-02 23:00:00,MAITRI,-7.0,954.2,62.6,298.0,47.0
2016-03-03 00:00:00,MAITRI,-6.4,954.5,62.9,298.0,52.0
2016-03-03 01:00:00,MAITRI,-8.1,954.6,58.5,298.0,52.0
2016-03-03 02:00:00,MAITRI,-8.3,954.9,61.9,298.0,62.0
2016-03-03 03:00:00,MAITRI,-8.6,954.8,62.6,300.0,66.0
2016-03-03 04:00:00,MAITRI,-8.0,954.5,62.6,298.0,55.0
2016-03-03 05:00:00,MAITRI,-8.0,954.3,62.6,298.0,47.0
2016-03-03 06:00:00,MAITRI,-7.5,954.9,62.6,298.0,53.0
2016-03-03 07:00:00,MAITRI,-8.0,955.3,57.9,292.0,52.0
2016-03-03 08:00:00,MAITRI,-7.6,955.7,62.6,300.0,51.0
2016-03-03 09:00:00,MAITRI,-5.4,956.0,56.9,293.0,47.0
2016-03-03 10:00:00,MAITRI,-3.4,956.3,29.7,276.0,44.0
2016-03-03 11:00:00,MAITRI,-3.2,956.7,62.6,298.0,47.0
2016-03-03 12:00:00,MAITRI,-4.2,957.3,62.6,298.0,54.0
2016-03-03 13:00:00,MAITRI,-2.6,957.6,62.6,298.0,34.0
2016-03-03 14:00:00,MAITRI,-2.3,958.1,62.7,298.0,30.0
2016-03-03 15:00:00,MAITRI,-3.0,958.4,61.3,298.0,35.0
2016-03-03 16:00:00,MAITRI,-3.6,958.6,61.9,298.0,38.0
2016-03-03 17:00:00,MAITRI,-4.0,959.0,61.7,298.0,34.0
2016-03-03 18:00:00,MAITRI,-5.7,959.6,62.6,298.0,46.0
2016-03-03 19:00:00,MAITRI,-6.7,960.1,61.3,298.0,49.0
2016-03-03 20:00:00,MAITRI,-7.6,960.3,62.6,301.0,49.0
2016-03-03 21:00:00,MAITRI,-8.1,960.3,61.9,298.0,47.0
2016-03-03 22:00:00,MAITRI,-8.7,960.4,63.2,298.0,47.0
2016-03-03 23:00:00,MAITRI,-9.1,960.5,63.2,298.0,47.0
2016-03-04 00:00:00,MAITRI,-9.2,960.8,63.2,298.0,47.0
2016-03-04 01:00:00,MAITRI,-9.3,961.3,63.2,301.0,47.0
2016-03-04 02:00:00,MAITRI,-9.7,961.6,63.2,298.0,50.0
2016-03-04 03:00:00,MAITRI,-8.7,961.8,61.8,298.0,43.0
2016-03-04 04:00:00,MAITRI,-8.8,961.9,61.9,298.0,43.0
2016-03-04 05:00:00,MAITRI,-8.3,962.8,61.8,298.0,48.0
2016-03-04 06:00:00,MAITRI,-10.0,963.6,50.8,299.0,56.0
2016-03-04 07:00:00,MAITRI,-7.4,963.9,61.9,298.0,36.0
2016-03-04 08:00:00,MAITRI,-6.6,964.5,63.9,298.0,35.0
2016-03-04 09:00:00,MAITRI,-5.8,964.7,63.9,298.0,27.0
2016-03-04 10:00:00,MAITRI,-5.4,964.7,63.3,298.0,31.0
2016-03-04 11:00:00,MAITRI,-4.7,965.0,62.6,298.0,32.0
2016-03-04 12:00:00,MAITRI,-4.1,965.3,63.3,298.0,32.0
2016-03-04 13:00:00,MAITRI,-4.3,965.4,63.9,298.0,32.0
2016-03-04 14:00:00,MAITRI,-3.2,964.9,64.7,298.0,31.0
2016-03-04 15:00:00,MAITRI,-3.9,965.0,62.1,300.0,41.0
2016-03-04 16:00:00,MAITRI,-5.4,965.4,62.7,300.0,48.0
2016-03-04 17:00:00,MAITRI,-5.3,965.4,63.3,301.0,37.0
2016-03-04 18:00:00,MAITRI,-6.9,965.7,27.7,282.0,50.0
2016-03-04 19:00:00,MAITRI,-7.1,965.9,63.3,298.0,38.0
2016-03-04 20:00:00,MAITRI,-6.8,966.5,62.3,298.0,38.0
2016-03-04 21:00:00,MAITRI,-6.7,966.4,62.6,298.0,35.0
2016-03-04 22:00:00,MAITRI,-7.0,967.0,61.9,301.0,35.0
