date,station_code,item_code,category,item_name,quantity,unit,minimum_required,daily_usage,days_remaining,resupply_event,resupply_quantity,inventory_status,data_source
2016-04-07,MAITRI,MED-M01,MEDICAL,Medical Supplies,405.45,units,300,0.15,2703.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-07,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,165.6,units,150,0.2,827.9999999999999,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-07,MAITRI,BAT-M01,SPARES,Battery Components,48.7,units,100,0.5,97.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-04-08,MAITRI,FOOD-M01,FOOD,Food Supplies,1595.0,kg,1200,2.5,638.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-08,MAITRI,MED-M01,MEDICAL,Medical Supplies,405.3,units,300,0.15,2702.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-08,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,165.4,units,150,0.2,827.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-08,MAITRI,BAT-M01,SPARES,Battery Components,48.2,units,100,0.5,96.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-04-09,MAITRI,FOOD-M01,FOOD,Food Supplies,1592.5,kg,1200,2.5,637.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-09,MAITRI,MED-M01,MEDICAL,Medical Supplies,405.15,units,300,0.15,2701.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-09,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,165.2,units,150,0.2,825.9999999999999,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-09,MAITRI,BAT-M01,SPARES,Battery Components,47.7,units,100,0.5,95.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-04-10,MAITRI,FOOD-M01,FOOD,Food Supplies,1590.0,kg,1200,2.5,636.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-10,MAITRI,MED-M01,MEDICAL,Medical Supplies,405.0,units,300,0.15,2700.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-10,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,165.0,units,150,0.2,825.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-10,MAITRI,BAT-M01,SPARES,Battery Components,47.2,units,100,0.5,94.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-04-11,MAITRI,FOOD-M01,FOOD,Food Supplies,1587.5,kg,1200,2.5,635.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-11,MAITRI,MED-M01,MEDICAL,Medical Supplies,404.85,units,300,0.15,2699.0000000000005,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-11,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,164.8,units,150,0.2,824.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-11,MAITRI,BAT-M01,SPARES,Battery Components,46.7,units,100,0.5,93.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-04-12,MAITRI,FOOD-M01,FOOD,Food Supplies,1585.0,kg,1200,2.5,634.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-12,MAITRI,MED-M01,MEDICAL,Medical Supplies,404.7,units,300,0.15,2698.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-12,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,164.6,units,150,0.2,822.9999999999999,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-12,MAITRI,BAT-M01,SPARES,Battery Components,46.2,units,100,0.5,92.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-04-13,MAITRI,FOOD-M01,FOOD,Food Supplies,1582.5,kg,1200,2.5,633.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-13,MAITRI,MED-M01,MEDICAL,Medical Supplies,404.55,units,300,0.15,2697.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-13,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,164.4,units,150,0.2,822.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-13,MAITRI,BAT-M01,SPARES,Battery Components,45.7,units,100,0.5,91.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-04-14,MAITRI,FOOD-M01,FOOD,Food Supplies,1580.0,kg,1200,2.5,632.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-14,MAITRI,MED-M01,MEDICAL,Medical Supplies,404.4,units,300,0.15,2696.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-14,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,164.2,units,150,0.2,820.9999999999999,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-14,MAITRI,BAT-M01,SPARES,Battery Components,45.2,units,100,0.5,90.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-04-15,MAITRI,FOOD-M01,FOOD,Food Supplies,1577.5,kg,1200,2.5,631.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-15,MAITRI,MED-M01,MEDICAL,Medical Supplies,404.25,units,300,0.15,2695.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-15,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,164.0,units,150,0.2,820.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-15,MAITRI,BAT-M01,SPARES,Battery Components,44.7,units,100,0.5,89.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-04-16,MAITRI,FOOD-M01,FOOD,Food Supplies,1575.0,kg,1200,2.5,630.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-16,MAITRI,MED-M01,MEDICAL,Medical Supplies,404.1,units,300,0.15,2694.0000000000005,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-16,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,163.8,units,150,0.2,819.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-16,MAITRI,BAT-M01,SPARES,Battery Components,44.2,units,100,0.5,88.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-04-17,MAITRI,FOOD-M01,FOOD,Food Supplies,1572.5,kg,1200,2.5,629.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-17,MAITRI,MED-M01,MEDICAL,Medical Supplies,403.95,units,300,0.15,2693.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-17,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,163.6,units,150,0.2,817.9999999999999,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-17,MAITRI,BAT-M01,SPARES,Battery Components,43.7,units,100,0.5,87.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-04-18,MAITRI,FOOD-M01,FOOD,Food Supplies,1570.0,kg,1200,2.5,628.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-18,MAITRI,MED-M01,MEDICAL,Medical Supplies,403.8,units,300,0.15,2692.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-18,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,163.4,units,150,0.2,817.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-18,MAITRI,BAT-M01,SPARES,Battery Components,43.2,units,100,0.5,86.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-04-19,MAITRI,FOOD-M01,FOOD,Food Supplies,1567.5,kg,1200,2.5,627.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-19,MAITRI,MED-M01,MEDICAL,Medical Supplies,403.65,units,300,0.15,2691.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-19,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,163.2,units,150,0.2,815.9999999999999,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-19,MAITRI,BAT-M01,SPARES,Battery Components,42.7,units,100,0.5,85.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-04-20,MAITRI,FOOD-M01,FOOD,Food Supplies,1565.0,kg,1200,2.5,626.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-20,MAITRI,MED-M01,MEDICAL,Medical Supplies,403.5,units,300,0.15,2690.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-20,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,163.0,units,150,0.2,815.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-20,MAITRI,BAT-M01,SPARES,Battery Components,42.2,units,100,0.5,84.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-04-21,MAITRI,FOOD-M01,FOOD,Food Supplies,1562.5,kg,1200,2.5,625.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-21,MAITRI,MED-M01,MEDICAL,Medical Supplies,403.35,units,300,0.15,2689.0000000000005,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-21,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,162.8,units,150,0.2,814.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-21,MAITRI,BAT-M01,SPARES,Battery Components,41.7,units,100,0.5,83.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-04-22,MAITRI,FOOD-M01,FOOD,Food Supplies,1560.0,kg,1200,2.5,624.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-22,MAITRI,MED-M01,MEDICAL,Medical Supplies,403.2,units,300,0.15,2688.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-22,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,162.6,units,150,0.2,812.9999999999999,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-22,MAITRI,BAT-M01,SPARES,Battery Components,41.2,units,100,0.5,82.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-04-23,MAITRI,FOOD-M01,FOOD,Food Supplies,1557.5,kg,1200,2.5,623.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-23,MAITRI,MED-M01,MEDICAL,Medical Supplies,403.05,units,300,0.15,2687.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-23,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,162.4,units,150,0.2,812.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-23,MAITRI,BAT-M01,SPARES,Battery Components,40.7,units,100,0.5,81.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-04-24,MAITRI,FOOD-M01,FOOD,Food Supplies,1555.0,kg,1200,2.5,622.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-24,MAITRI,MED-M01,MEDICAL,Medical Supplies,402.9,units,300,0.15,2686.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-24,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,162.2,units,150,0.2,810.9999999999999,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-24,MAITRI,BAT-M01,SPARES,Battery Components,40.2,units,100,0.5,80.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-04-25,MAITRI,FOOD-M01,FOOD,Food Supplies,1552.5,kg,1200,2.5,621.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-25,MAITRI,MED-M01,MEDICAL,Medical Supplies,402.75,units,300,0.15,2685.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-25,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,162.0,units,150,0.2,810.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-25,MAITRI,BAT-M01,SPARES,Battery Components,39.7,units,100,0.5,79.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-04-26,MAITRI,FOOD-M01,FOOD,Food Supplies,1550.0,kg,1200,2.5,620.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-26,MAITRI,MED-M01,MEDICAL,Medical Supplies,402.6,units,300,0.15,2684.0000000000005,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-26,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,161.8,units,150,0.2,809.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-26,MAITRI,BAT-M01,SPARES,Battery Components,39.2,units,100,0.5,78.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-04-27,MAITRI,FOOD-M01,FOOD,Food Supplies,1547.5,kg,1200,2.5,619.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-27,MAITRI,MED-M01,MEDICAL,Medical Supplies,402.45,units,300,0.15,2683.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-27,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,161.6,units,150,0.2,807.9999999999999,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-27,MAITRI,BAT-M01,SPARES,Battery Components,38.7,units,100,0.5,77.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-04-28,MAITRI,FOOD-M01,FOOD,Food Supplies,1545.0,kg,1200,2.5,618.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-28,MAITRI,MED-M01,MEDICAL,Medical Supplies,402.3,units,300,0.15,2682.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-28,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,161.4,units,150,0.2,807.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-28,MAITRI,BAT-M01,SPARES,Battery Components,38.2,units,100,0.5,76.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-04-29,MAITRI,FOOD-M01,FOOD,Food Supplies,1542.5,kg,1200,2.5,617.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-29,MAITRI,MED-M01,MEDICAL,Medical Supplies,402.15,units,300,0.15,2681.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-29,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,161.2,units,150,0.2,805.9999999999999,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-29,MAITRI,BAT-M01,SPARES,Battery Components,37.7,units,100,0.5,75.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-04-30,MAITRI,FOOD-M01,FOOD,Food Supplies,1540.0,kg,1200,2.5,616.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-30,MAITRI,MED-M01,MEDICAL,Medical Supplies,402.0,units,300,0.15,2680.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-30,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,161.0,units,150,0.2,805.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-04-30,MAITRI,BAT-M01,SPARES,Battery Components,37.2,units,100,0.5,74.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-05-01,MAITRI,FOOD-M01,FOOD,Food Supplies,1537.5,kg,1200,2.5,615.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-01,MAITRI,MED-M01,MEDICAL,Medical Supplies,401.85,units,300,0.15,2679.0000000000005,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-01,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,160.8,units,150,0.2,804.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-01,MAITRI,BAT-M01,SPARES,Battery Components,36.7,units,100,0.5,73.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-05-02,MAITRI,FOOD-M01,FOOD,Food Supplies,1535.0,kg,1200,2.5,614.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-02,MAITRI,MED-M01,MEDICAL,Medical Supplies,401.7,units,300,0.15,2678.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-02,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,160.6,units,150,0.2,802.9999999999999,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-02,MAITRI,BAT-M01,SPARES,Battery Components,36.2,units,100,0.5,72.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-05-03,MAITRI,FOOD-M01,FOOD,Food Supplies,1532.5,kg,1200,2.5,613.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-03,MAITRI,MED-M01,MEDICAL,Medical Supplies,401.55,units,300,0.15,2677.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-03,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,160.4,units,150,0.2,802.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-03,MAITRI,BAT-M01,SPARES,Battery Components,35.7,units,100,0.5,71.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-05-04,MAITRI,FOOD-M01,FOOD,Food Supplies,1530.0,kg,1200,2.5,612.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-04,MAITRI,MED-M01,MEDICAL,Medical Supplies,401.4,units,300,0.15,2676.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-04,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,160.2,units,150,0.2,800.9999999999999,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-04,MAITRI,BAT-M01,SPARES,Battery Components,35.2,units,100,0.5,70.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-05-05,MAITRI,FOOD-M01,FOOD,Food Supplies,1527.5,kg,1200,2.5,611.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-05,MAITRI,MED-M01,MEDICAL,Medical Supplies,401.25,units,300,0.15,2675.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-05,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,160.0,units,150,0.2,800.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-05,MAITRI,BAT-M01,SPARES,Battery Components,34.7,units,100,0.5,69.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-05-06,MAITRI,FOOD-M01,FOOD,Food Supplies,1525.0,kg,1200,2.5,610.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-06,MAITRI,MED-M01,MEDICAL,Medical Supplies,401.1,units,300,0.15,2674.0000000000005,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-06,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,159.8,units,150,0.2,799.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-06,MAITRI,BAT-M01,SPARES,Battery Components,34.2,units,100,0.5,68.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-05-07,MAITRI,FOOD-M01,FOOD,Food Supplies,1522.5,kg,1200,2.5,609.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-07,MAITRI,MED-M01,MEDICAL,Medical Supplies,400.95,units,300,0.15,2673.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-07,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,159.6,units,150,0.2,797.9999999999999,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-07,MAITRI,BAT-M01,SPARES,Battery Components,33.7,units,100,0.5,67.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-05-08,MAITRI,FOOD-M01,FOOD,Food Supplies,1520.0,kg,1200,2.5,608.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-08,MAITRI,MED-M01,MEDICAL,Medical Supplies,400.8,units,300,0.15,2672.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-08,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,159.4,units,150,0.2,797.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-08,MAITRI,BAT-M01,SPARES,Battery Components,33.2,units,100,0.5,66.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-05-09,MAITRI,FOOD-M01,FOOD,Food Supplies,1517.5,kg,1200,2.5,607.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-09,MAITRI,MED-M01,MEDICAL,Medical Supplies,400.65,units,300,0.15,2671.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-09,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,159.2,units,150,0.2,795.9999999999999,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-09,MAITRI,BAT-M01,SPARES,Battery Components,32.7,units,100,0.5,65.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-05-10,MAITRI,FOOD-M01,FOOD,Food Supplies,1515.0,kg,1200,2.5,606.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-10,MAITRI,MED-M01,MEDICAL,Medical Supplies,400.5,units,300,0.15,2670.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-10,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,159.0,units,150,0.2,795.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-10,MAITRI,BAT-M01,SPARES,Battery Components,32.2,units,100,0.5,64.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-05-11,MAITRI,FOOD-M01,FOOD,Food Supplies,1512.5,kg,1200,2.5,605.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-11,MAITRI,MED-M01,MEDICAL,Medical Supplies,400.35,units,300,0.15,2669.0000000000005,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-11,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,158.8,units,150,0.2,794.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-11,MAITRI,BAT-M01,SPARES,Battery Components,31.7,units,100,0.5,63.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-05-12,MAITRI,FOOD-M01,FOOD,Food Supplies,1510.0,kg,1200,2.5,604.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-12,MAITRI,MED-M01,MEDICAL,Medical Supplies,400.2,units,300,0.15,2668.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-12,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,158.6,units,150,0.2,792.9999999999999,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-12,MAITRI,BAT-M01,SPARES,Battery Components,31.2,units,100,0.5,62.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-05-13,MAITRI,FOOD-M01,FOOD,Food Supplies,1507.5,kg,1200,2.5,603.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-13,MAITRI,MED-M01,MEDICAL,Medical Supplies,400.05,units,300,0.15,2667.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-13,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,158.4,units,150,0.2,792.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-13,MAITRI,BAT-M01,SPARES,Battery Components,30.7,units,100,0.5,61.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-05-14,MAITRI,FOOD-M01,FOOD,Food Supplies,1505.0,kg,1200,2.5,602.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-14,MAITRI,MED-M01,MEDICAL,Medical Supplies,399.9,units,300,0.15,2666.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-14,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,158.2,units,150,0.2,790.9999999999999,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-14,MAITRI,BAT-M01,SPARES,Battery Components,30.2,units,100,0.5,60.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-05-15,MAITRI,FOOD-M01,FOOD,Food Supplies,1502.5,kg,1200,2.5,601.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-15,MAITRI,MED-M01,MEDICAL,Medical Supplies,399.75,units,300,0.15,2665.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-15,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,158.0,units,150,0.2,790.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-15,MAITRI,BAT-M01,SPARES,Battery Components,29.7,units,100,0.5,59.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-05-16,MAITRI,FOOD-M01,FOOD,Food Supplies,1500.0,kg,1200,2.5,600.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-16,MAITRI,MED-M01,MEDICAL,Medical Supplies,399.6,units,300,0.15,2664.0000000000005,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-16,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,157.8,units,150,0.2,789.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-16,MAITRI,BAT-M01,SPARES,Battery Components,29.2,units,100,0.5,58.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-05-17,MAITRI,FOOD-M01,FOOD,Food Supplies,1497.5,kg,1200,2.5,599.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-17,MAITRI,MED-M01,MEDICAL,Medical Supplies,399.45,units,300,0.15,2663.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-17,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,157.6,units,150,0.2,787.9999999999999,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-17,MAITRI,BAT-M01,SPARES,Battery Components,28.7,units,100,0.5,57.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-05-18,MAITRI,FOOD-M01,FOOD,Food Supplies,1495.0,kg,1200,2.5,598.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-18,MAITRI,MED-M01,MEDICAL,Medical Supplies,399.3,units,300,0.15,2662.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-18,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,157.4,units,150,0.2,787.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-18,MAITRI,BAT-M01,SPARES,Battery Components,28.2,units,100,0.5,56.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
2016-05-19,MAITRI,FOOD-M01,FOOD,Food Supplies,1492.5,kg,1200,2.5,597.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-19,MAITRI,MED-M01,MEDICAL,Medical Supplies,399.15,units,300,0.15,2661.0,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-19,MAITRI,SPR-M01,SPARES,Mechanical Spare Parts,157.2,units,150,0.2,785.9999999999999,False,0.0,AVAILABLE,SIMULATED_OPERATIONAL
2016-05-19,MAITRI,BAT-M01,SPARES,Battery Components,27.7,units,100,0.5,55.4,True,25.2,CRITICAL,SIMULATED_OPERATIONAL
